hl1_x,position_section,position_subsection,author,year,longitude,latitude,Tracts,T_Total,T_White alone,T_Black or African American alone,T_American Indian and Alaska Native alone,T_Asian alone,T_Native Hawaiian and Other Pacific Islander alone,T_Some Other Race alone,T_Population of two or more races,T_Total Hispanic or Latino origin,T_Not Hispanic or Latino,T_Hispanic or Latino,Article_Count,T_majority_race,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race
bc bbo mlb pitching comparison,SPORTS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
000 foot high winter hikes why not.,LIVING ARTS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
red sox spring training report,SPORTS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
courtside chatter,REGIONAL,North,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mayor heads to d.c. seeking funds ties,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
state revs up increase in registry of motor vehicles fees,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
carbon monoxide sickens in kingston,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
felon with lengthy record faces charges of raping 10 year old,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
santander providence settle lending bias suit,BUSINESS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
laroche back in chicago,SPORTS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
cannabis firms may bid for dispensary,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
on gun laws mass. emerges as model,EDITORIAL OPINION,Opinion,By Derrick Z. Jackson,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
going deep to explore jewish identity,LIVING ARTS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
smart moves,LIVING ARTS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
plymouth tackles whale of tale,REGIONAL,South,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
he got us floating,LIVING ARTS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
tackling helmet flaws,BUSINESS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
peek into 1901 capsule is fleeting,NEWS,Metro,unknown,2014.0,-71.05745399999999,42.3587352,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
don be fooled by fake toll mails,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
web ad firm gets $125m in ipo tech ad firm ipo raises $125m,BUSINESS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
fed survey finds economic growth across country,BUSINESS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
television,LIVING ARTS,unknown,unknown,2014.0,-71.0561981,42.3587684,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
state senate ends firearm rule for pepper spray,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
thousands of marine mammals owe their lives to biologist inspiring work,EDITORIAL OPINION,Letters,unknown,2014.0,-71.0491475,42.3592478,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
st. john prep teacher living full life with less,REGIONAL,North,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
gm chief apologizes for deadly recall failure,BUSINESS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
security plans for race outlined,BUSINESS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
globe looking for world changers,BUSINESS,unknown,unknown,2014.0,-71.0561981,42.3587684,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
legislature can define what tuition really means,EDITORIAL OPINION,Opinion,By Marty Meehan,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
woman earns law degree state title,REGIONAL,North,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
story that won go away,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
lawmakers urged to act on inadequate pay for bar advocates,EDITORIAL OPINION,Letters,unknown,2014.0,-71.0611924,42.3591924,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
constituent appreciation day,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
state needs to overhaul test for licensing teachers,EDITORIAL OPINION,Letters,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
in n.h. gop weary of waiting for brown,NEWS,Metro,unknown,2014.0,-71.05626749999999,42.3587983,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
taking medical pot seriously mass. offers model for others,EDITORIAL OPINION,Editorial,unknown,2014.0,-71.057716,42.35807,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
minister says there was no shakedown attempt,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
yes mccormick is still running for governor,BUSINESS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
new recipe kids influencing parents,LIVING ARTS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
sjc rules alcohol factor in killing,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
panel votes to keep sprinkler rules,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
eagan leaves herald for globe crux,LIVING ARTS,unknown,unknown,2014.0,-71.0561981,42.3587684,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mass. guideline targets gas leaks,BUSINESS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
muir in town before succeeding sawyer,LIVING ARTS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
fatone on tinder what cooking,LIVING ARTS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
parking ticket appeals cheaper to write check,EDITORIAL OPINION,Editorial,unknown,2014.0,-71.0611924,42.3591924,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
from boston and another era,LIVING ARTS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
wild in the liquor store,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
fda advisers split on surgical device,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
pressure mounting on market basket,BUSINESS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
panel is silent after olympic host city meeting,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
aging in your place,BUSINESS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
guzzi leaves strong chamber now for the next step,EDITORIAL OPINION,Editorial,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
punter howell leads strong special teams effort,SPORTS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
former workers sue isis parenting,BUSINESS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
motivation high crowds flock to interview,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
transparency clearly required,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
above and beyond minimum wage,BUSINESS,TopPlaces,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
coakley black leaders rally supporters,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
after $25 million loss fund must open its records meetings,EDITORIAL OPINION,Opinion,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
school panel gets new member,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
menino best stories left out of his memoir,EDITORIAL OPINION,Opinion,unknown,2014.0,-71.057993,42.360406,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
can you guess how expensive boston is,SUNDAY,Travel,unknown,2014.0,-71.0561981,42.3587684,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
real flame to test smoke detector battery positively not!,REALESTATE,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
news from dallas shook bruins,SPORTS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
marijuana can alleviate ms symptoms,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
living room with functionality and style,REALESTATE,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
haunted by the memory of death on his caseload,EDITORIAL OPINION,Letters,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
we need better way to monitor fishing boats,EDITORIAL OPINION,Letters,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
father who had debilitating stroke seeks help with presents,NEWS,Metro,unknown,2014.0,-71.0561981,42.3587684,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
renewed interest in following bouncing ball,SPORTS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
cartoon caption contest,REGIONAL,South,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
debari earns top honors,SPORTS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
better education for faster growth,EDITORIAL OPINION,Letters,unknown,2014.0,-71.0557505,42.3573641,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
tobacco tax plan scrapped,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
lawyers spar over sampson retrial date,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
bird sightings on cape cod,LIVING ARTS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
no word on demoulas negotiations,BUSINESS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
white america racial blinders,EDITORIAL OPINION,Opinion,By Derrick Z. Jackson,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
new twist in fbi imposter case,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
trauma doctors speak to the benefits of teen driving law,EDITORIAL OPINION,Letters,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
walsh new tech chief faces challenges opportunities,EDITORIAL OPINION,Editorial,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
this day in history,LIVING ARTS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
with details murkier no sign of baker fisherman,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
betting on fung chances in r.i. christie joins in gubernatorial bid,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
flex pharma files papers to go public,BUSINESS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
law firms with 000 lawyers merge,BUSINESS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
baker fisher debate the way forward,EDITORIAL OPINION,Opinion,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
gubernatorial rivals focus on crucial subsets of female voters,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
pipeline plan rerouted from many mass. towns,BUSINESS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
innovation economy,BUSINESS,unknown,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mccormick fails to catch fire dimming spoiler hopes,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
closer look at baker economic plan and coakley education offer,NEWS,Metro,unknown,2014.0,-71.0586282,42.358241,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
how does the government count the fish,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
how does the government count the fish,NEWS,Metro,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
warren new post will be an albatross,EDITORIAL OPINION,Opinion,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
the argument,REGIONAL,South,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
some hunt for scandal where there is none,EDITORIAL OPINION,Letters,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
unconvinced that baker is the answer,EDITORIAL OPINION,Letters,unknown,2014.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1101.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
